Sr. No.,Work category,Work ID,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,Sanction Amount,clean_id,total_disbursed,expenditure_records,vendor_count,completed_disbursed,completion_date,completed,effective_disbursed,spending_percentage,recommendation_delay_days,completion_duration_days,cost_vs_category,cost_vs_state,amount_per_payment,description_clean,duplicate_description_count,max_vendor_project_count,status_text,incomplete,physical_inspection,partially_completed,anomaly,anomaly_score,AI Risk,AI Reasons
6076,Normal/Others,WS/MP641/2024-2025/147444-Construction of community centers and community halls,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Dasanga at Patidar Mohalla,2024-10-15,2025-02-08,1000000.0,Work Completed,1000000.0,WS/MP641/2024-2025/147444,0.0,0.0,0.0,1000000.0,2026-04-24,1,1000000.0,100.0,116.0,440.0,3.3333333333333335,5.0,0.0,construction of community hall in village dasanga at patidar mohalla,1.0,0,work completed,0,0,0,1,0.026400443291782816,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
2121,Normal/Others,WS/MP823/2024-2025/139556-Construction of rooms and halls in school and colleges,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,"Decoration of Smart Class Room at Asannagar MMT College under Asannagar GP, Block Krishnagar-I, Nadia.",2024-09-07,2025-01-27,1938436.0,Physical Inspection,1938436.0,WS/MP823/2024-2025/139556,0.0,0.0,0.0,0.0,,0,0.0,0.0,142.0,0.0,6.461453333333333,5.0854360475793206,0.0,decoration of smart class room at asannagar mmt college under asannagar gp block krishnagari nadia,1.0,0,physical inspection,1,1,0,1,0.026579448271982997,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Physical inspection status with incomplete project
5164,Normal/Others,WS/MP435/2024-2025/145626-Construction of community centers and community halls,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Community Hall at ward no.-36, Nayatoli, Dibdih, Ranchi.",2024-10-05,2024-12-31,1461500.0,Vendor Identification,1461500.0,WS/MP435/2024-2025/145626,0.0,0.0,0.0,0.0,,0,0.0,0.0,87.0,0.0,4.871666666666667,11.071969696969697,0.0,construction of community hall at ward no36 nayatoli dibdih ranchi,1.0,0,vendor identification,1,0,0,1,0.026607116246986195,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
791,Normal/Others,WS/MP013/2024-2025/136719-Construction of boundary walls of existing public and community buildings,Sikkim,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,Construction of dry wall and boundary wall for protection of agriculture crops from wild animals within Tomki estate at Middle Luing under Luing Parbing GPU,2024-08-22,2024-10-30,2000000.0,Work Completed,2000000.0,WS/MP013/2024-2025/136719,0.0,0.0,0.0,1999677.0,2024-10-30,1,1999677.0,99.98384999999999,69.0,0.0,6.666666666666667,1.1428571428571428,0.0,construction of dry wall and boundary wall for protection of agriculture crops from wild animals within tomki estate at middle luing under luing parbing gpu,1.0,0,work completed,0,0,0,1,0.026968259391467297,NORMAL,Sanction amount is unusually high for this work category
5525,Normal/Others,WS/MP360/2024-2025/146396-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-17,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146396,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,100.0,445.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.026990414274780772,NORMAL,No major anomaly detected
5524,Normal/Others,WS/MP360/2024-2025/146395-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-17,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146395,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,100.0,445.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.026990414274780772,NORMAL,No major anomaly detected
5526,Normal/Others,WS/MP360/2024-2025/146397-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-17,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146397,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,100.0,445.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.026990414274780772,NORMAL,No major anomaly detected
5531,Normal/Others,WS/MP360/2024-2025/146404-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-17,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146404,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,100.0,445.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.026990414274780772,NORMAL,No major anomaly detected
5528,Normal/Others,WS/MP360/2024-2025/146399-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-17,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146399,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,100.0,445.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.026990414274780772,NORMAL,No major anomaly detected
5529,Normal/Others,WS/MP360/2024-2025/146400-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-17,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146400,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,100.0,445.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.026990414274780772,NORMAL,No major anomaly detected
5527,Normal/Others,WS/MP360/2024-2025/146398-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-17,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146398,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,100.0,445.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.026990414274780772,NORMAL,No major anomaly detected
3284,Normal/Others,WS/MP18186/2025-2026/141737-Construction of additional rooms and halls in the existing public and community building,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,TIRUVALLUR(SC),Constrution of Waiting Hall @ DRDA Building in Tiruvallur,2024-09-19,2025-04-28,2400000.0,Physical Inspection,2400000.0,WS/MP18186/2025-2026/141737,0.0,0.0,0.0,0.0,,0,0.0,0.0,221.0,0.0,8.0,2.6674935896794674,0.0,constrution of waiting hall drda building in tiruvallur,1.0,0,physical inspection,1,1,0,1,0.027323574021576813,NORMAL,Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
2704,Normal/Others,"WS/MP18232/2024-2025/140701-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,"gram-jaula, ward no-13, block-budhana, tehsil-budhana me mukhy marg se haji leela ke makan ki pulia tak cc road ka nirman 300 meter",2024-09-14,2024-12-18,1198000.0,Work partially Completed,1198000.0,WS/MP18232/2024-2025/140701,0.0,0.0,0.0,0.0,,0,0.0,0.0,95.0,0.0,3.993333333333333,5.071242920155439,0.0,gramjaula ward no13 blockbudhana tehsilbudhana me mukhy marg se haji leela ke makan ki pulia tak cc road ka nirman 300 meter,1.0,0,work partially completed,1,0,1,1,0.027398824792536525,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Project is partially completed
5509,Normal/Others,WS/MP360/2024-2025/146378-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146378,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5515,Normal/Others,WS/MP360/2024-2025/146384-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146384,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5510,Normal/Others,WS/MP360/2024-2025/146379-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146379,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5517,Normal/Others,WS/MP360/2024-2025/146386-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146386,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5516,Normal/Others,WS/MP360/2024-2025/146385-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146385,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5512,Normal/Others,WS/MP360/2024-2025/146381-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146381,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5513,Normal/Others,WS/MP360/2024-2025/146382-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146382,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5514,Normal/Others,WS/MP360/2024-2025/146383-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146383,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5511,Normal/Others,WS/MP360/2024-2025/146380-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146380,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
5508,Normal/Others,WS/MP360/2024-2025/146377-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146377,0.0,0.0,0.0,97829.0,2026-04-07,1,97829.0,97.829,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.027445175053206983,NORMAL,No major anomaly detected
4311,Normal/Others,"WS/MP18232/2024-2025/143920-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,"gram-nuna khera, vikaskhnad-baghra, tehsil-sadar me kashyap ke makan se shamsan marg tak inter louking work",2024-09-27,2024-12-18,599800.0,Work Completed,599800.0,WS/MP18232/2024-2025/143920,0.0,0.0,0.0,547730.0,2025-11-10,1,547730.0,91.3187729243081,82.0,327.0,1.9993333333333334,2.539007932812381,0.0,gramnuna khera vikaskhnadbaghra tehsilsadar me kashyap ke makan se shamsan marg tak inter louking work,1.0,0,work completed,0,0,0,1,0.027616052840722327,NORMAL,No major anomaly detected
2686,Normal/Others,"WS/MP18023/2024-2025/140674-Construction of roads, link roads, pathways or any other road with or without drainage system",Assam,KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA),BIJULI KALITA MEDHI,GUWAHATI,"Construction of link road at Dabari Road , Gomoria.",2024-09-13,2024-10-29,2400000.0,Vendor Identification,2400000.0,WS/MP18023/2024-2025/140674,0.0,0.0,0.0,0.0,,0,0.0,0.0,46.0,0.0,8.0,5.338137657224836,0.0,construction of link road at dabari road gomoria,1.0,0,vendor identification,1,0,0,1,0.02777680991115683,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
5521,Normal/Others,WS/MP360/2024-2025/146392-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146392,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.02780302519928668,NORMAL,No major anomaly detected
5519,Normal/Others,WS/MP360/2024-2025/146390-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146390,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.02780302519928668,NORMAL,No major anomaly detected
5518,Normal/Others,WS/MP360/2024-2025/146389-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146389,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.02780302519928668,NORMAL,No major anomaly detected
5520,Normal/Others,WS/MP360/2024-2025/146391-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146391,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.02780302519928668,NORMAL,No major anomaly detected
5530,Normal/Others,WS/MP360/2024-2025/146401-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146401,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.02780302519928668,NORMAL,No major anomaly detected
5522,Normal/Others,WS/MP360/2024-2025/146393-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146393,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.02780302519928668,NORMAL,No major anomaly detected
5523,Normal/Others,WS/MP360/2024-2025/146394-Purchase of books for public libraries/ digitization of library books,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),,2024-10-09,2025-01-20,100000.0,Work Completed,100000.0,WS/MP360/2024-2025/146394,0.0,0.0,0.0,97830.0,2026-04-07,1,97830.0,97.83,103.0,442.0,0.3333333333333333,0.5,0.0,,,0,work completed,0,0,0,1,0.02780302519928668,NORMAL,No major anomaly detected
5991,Normal/Others,WS/MP18007/2024-2025/147244-Construction of community centers and community halls,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,ELURU,Construction of 1st Floor on existing Multipurpose Hall in 26th Division located at Janmabhoomi Park near Yadava area at Ameenapeta of Eluru,2024-10-14,2025-02-05,2050000.0,Physical Inspection,2050000.0,WS/MP18007/2024-2025/147244,0.0,0.0,0.0,0.0,,0,0.0,0.0,114.0,0.0,6.833333333333333,4.649886247904716,0.0,construction of 1st floor on existing multipurpose hall in 26th division located at janmabhoomi park near yadava area at ameenapeta of eluru,1.0,0,physical inspection,1,1,0,1,0.02790187204216421,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Physical inspection status with incomplete project
2532,Normal/Others,WS/MP18313/2024-2025/140384-Construction of public libraries and reading rooms,Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),gram panchayat chitri mein library aur anya vikas kary,2024-09-11,2024-12-13,1500000.0,Work partially Completed,1500000.0,WS/MP18313/2024-2025/140384,0.0,0.0,0.0,0.0,,0,0.0,0.0,93.0,0.0,5.0,3.75,0.0,gram panchayat chitri mein library aur anya vikas kary,1.0,0,work partially completed,1,0,1,1,0.027915163130542542,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Project is partially completed
2524,Normal/Others,"WS/MP18313/2024-2025/140376-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),manat bodi se hira marta ke ghar hota hua soma ke ghar se jivram/punamchand ke ghar tak CC sadak kary,2024-09-11,2024-12-12,1500000.0,Work partially Completed,1500000.0,WS/MP18313/2024-2025/140376,0.0,0.0,0.0,0.0,,0,0.0,0.0,92.0,0.0,5.0,3.75,0.0,manat bodi se hira marta ke ghar hota hua soma ke ghar se jivrampunamchand ke ghar tak cc sadak kary,1.0,0,work partially completed,1,0,1,1,0.027915163130542542,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Project is partially completed
2378,Normal/Others,WS/MP517/2024-2025/140106-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"2- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 5,8,9,10,11,12,18,20,21,23",2024-09-10,2024-10-19,2489504.0,Physical Inspection,2489504.0,WS/MP517/2024-2025/140106,0.0,0.0,0.0,2489504.0,2025-06-23,1,2489504.0,100.0,39.0,247.0,8.298346666666667,10.538296773538102,0.0,2 pl see my letter no 7897 dated 2782024 me prastavit high mast light install in block pinahat as par sr no 58910111218202123,1.0,0,physical inspection,0,1,0,1,0.028307926912539028,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
2376,Normal/Others,WS/MP517/2024-2025/140104-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"1- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install as sr no 1,2,3,4,6,7,19,22,24,31",2024-09-10,2024-10-19,2489504.0,Physical Inspection,2489504.0,WS/MP517/2024-2025/140104,0.0,0.0,0.0,2489504.0,2025-06-23,1,2489504.0,100.0,39.0,247.0,8.298346666666667,10.538296773538102,0.0,1 pl see my letter no 7897 dated 2782024 me prastavit high mast light install as sr no 12346719222431,1.0,0,physical inspection,0,1,0,1,0.028307926912539028,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
2379,Normal/Others,WS/MP517/2024-2025/140107-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"4- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 26,28,30,40,41,42,44,45,48,49",2024-09-10,2024-10-19,2489258.0,Physical Inspection,2489258.0,WS/MP517/2024-2025/140107,0.0,0.0,0.0,2489258.0,2025-06-23,1,2489258.0,100.0,39.0,247.0,8.297526666666666,10.537255433172193,0.0,4 pl see my letter no 7897 dated 2782024 me prastavit high mast light install in block pinahat as par sr no 26283040414244454849,1.0,0,physical inspection,0,1,0,1,0.028307926912539028,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
2380,Normal/Others,WS/MP517/2024-2025/140108-Lighting of public spaces,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,"2- Pl see my letter no 7897 dated 27-8-2024 me prastavit high mast light install in block Pinahat as par sr no 13,14,15,16,17,25,27,29,35,36",2024-09-10,2024-10-19,2489258.0,Physical Inspection,2489258.0,WS/MP517/2024-2025/140108,0.0,0.0,0.0,2489258.0,2025-06-23,1,2489258.0,100.0,39.0,247.0,8.297526666666666,10.537255433172193,0.0,2 pl see my letter no 7897 dated 2782024 me prastavit high mast light install in block pinahat as par sr no 13141516172527293536,1.0,0,physical inspection,0,1,0,1,0.028307926912539028,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
5667,Normal/Others,WS/MP761/2024-2025/146639-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in Mudiraj wada at Yousuf nagar,2024-10-10,2024-11-28,250000.0,Work Completed,250000.0,WS/MP761/2024-2025/146639,0.0,0.0,0.0,194383.0,2025-08-19,1,194383.0,77.7532,49.0,264.0,0.8333333333333334,0.6759954032312581,0.0,construction of community hall in mudiraj wada at yousuf nagar,1.0,0,work completed,0,0,0,1,0.028482239460501435,NORMAL,No major anomaly detected
4179,Normal/Others,WS/MP18307/2025-2026/143602-Tree plantation for community,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Ward 47 -  Beautification work at Swatantrata Veer Savarkar Chowk Malad (West),2024-09-25,2026-03-25,2000000.0,Sanction,2000000.0,WS/MP18307/2025-2026/143602,0.0,0.0,0.0,0.0,,0,0.0,0.0,546.0,0.0,6.666666666666667,2.0,0.0,ward 47 beautification work at swatantrata veer savarkar chowk malad west,1.0,0,sanction,1,0,0,1,0.02854732270881888,NORMAL,Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay
4178,Normal/Others,WS/MP18307/2025-2026/143601-Tree plantation for community,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Ward 47 - Beautification of divider at Mith Chowk to Chincholi Bunder Chowk Link Road Malad West,2024-09-25,2026-03-25,2000000.0,Sanction,2000000.0,WS/MP18307/2025-2026/143601,0.0,0.0,0.0,0.0,,0,0.0,0.0,546.0,0.0,6.666666666666667,2.0,0.0,ward 47 beautification of divider at mith chowk to chincholi bunder chowk link road malad west,1.0,0,sanction,1,0,0,1,0.02854732270881888,NORMAL,Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay
4184,Normal/Others,WS/MP18307/2025-2026/143609-Construction of public toilets and bathrooms,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,"Ward 45- Construction of Toilet at Om Sai Welfare (Buddhanagar) Kaccha Road, Malvani Malad (West)",2024-09-25,2026-03-25,2000000.0,Sanction,2000000.0,WS/MP18307/2025-2026/143609,0.0,0.0,0.0,0.0,,0,0.0,0.0,546.0,0.0,6.666666666666667,2.0,0.0,ward 45 construction of toilet at om sai welfare buddhanagar kaccha road malvani malad west,1.0,0,sanction,1,0,0,1,0.02854732270881888,NORMAL,Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay
2547,Normal/Others,"WS/MP18199/2024-2025/140419-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),LALJI VERMA,AMBEDKAR NAGAR,GRAM PANCHAYAT HANSWAR NONARA ME NANHU DS BAG SE JIYAU GHAR TAK CC AND HUME PIPE NALI DURI 150M,2024-09-12,2024-12-27,1516682.0,Physical Inspection,1516682.0,WS/MP18199/2024-2025/140419,0.0,0.0,0.0,0.0,,0,0.0,0.0,106.0,0.0,5.055606666666667,6.420252800189642,0.0,gram panchayat hanswar nonara me nanhu ds bag se jiyau ghar tak cc and hume pipe nali duri 150m,1.0,0,physical inspection,1,1,0,1,0.028574035890039484,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Physical inspection status with incomplete project
