work_id,Work category,State,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,sanction_amount,Work Status,total_disbursed,spending_percentage,vendor_count,expenditure_records,completion_date,completed,completion_days,expected_completion_days,elapsed_days,delay_days,completion_status,rule_score,ml_score,ml_flag,risk_score,risk_interval,risk_level,risk_reasons
WS/MP18112/2024-2025/136992,Normal/Others,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),"Construction Of Boundry Wall Near Ekvira English School , Chandur Ta. Daryapur Dist Amravati",25-Aug-2024,13-Dec-2024,2000000.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-06-09,True,178.0,209.5,0.0,-31.5,Completed within benchmark,15,24.314568235272812,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP643/2024-2025/136024,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,17-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP643/2024-2025/136023,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,17-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP313/2024-2025/140904,Normal/Others,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,"Protection work to protect cultivation field at Kumdum, Rayang Village in East Siang District",15-Sep-2024,05-Feb-2025,1000000.0,Work Completed,0.0,0.0,0.0,0.0,2025-02-11,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,24.25998567249148,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP313/2024-2025/138626,Normal/Others,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,"C/o MIC at Jone WRC Field, Rayang Village in East Siang District",15-Sep-2024,05-Feb-2025,1000000.0,Work Completed,0.0,0.0,0.0,0.0,2025-02-11,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,24.25998567249148,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP643/2024-2025/136021,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,17-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP643/2024-2025/136020,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,17-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18217/2024-2025/136866,Normal/Others,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,developement of interlocking road from  ramniwas house to dayaveer house  length 240 meter by 3 meter,23-Aug-2024,17-Oct-2024,1898082.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-03-20,True,154.0,209.5,0.0,-55.5,Completed within benchmark,15,24.242479992799325,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP313/2024-2025/138631,Normal/Others,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,C/o Fencing wall at Niglok Village in East Siang District,15-Sep-2024,05-Feb-2025,1000000.0,Work Completed,0.0,0.0,0.0,0.0,2025-02-11,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,24.25998567249148,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP313/2024-2025/138683,Normal/Others,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,C/o Shelters for homeless at Pareng Village in Siang District,14-Sep-2024,11-Nov-2024,1000000.0,Work Completed,0.0,0.0,0.0,0.0,2024-11-17,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,24.25998567249148,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP410/2025-2026/148377,Repair and Renovation,Assam,Pradan Baruah,LAKHIMPUR,"Rennovation of Ramdhan PHC, Jonai LAC under MPLAD, FY 2024-25",19-Oct-2024,03-Jun-2025,1000000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,469.0,0.0,Ongoing beyond benchmark,20,16.711610031476027,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP747/2025-2026/141753,Normal/Others,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,Construction of Bus shelter in Ethirkkottai village at Ettakkapatti Panchayat,25-Sep-2024,29-Sep-2025,748056.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,351.0,0.0,Ongoing beyond benchmark,20,16.81469665203669,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP747/2025-2026/141760,Normal/Others,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,Installation of Highmass Light (LED) in Anbinnagaram village at Kangarakkottai Panchayat,25-Sep-2024,01-Apr-2025,800000.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-03,True,2.0,209.5,0.0,-207.5,Completed within benchmark,15,24.306312571788467,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP18209/2025-2026/146909,Normal/Others,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,Construction work of CC road and drain from the Majra Basi Ruhasi  to the  Mandir of village Padampur,17-Dec-2024,16-Jun-2025,993700.0,Work partially Completed,0.0,0.0,0.0,0.0,,False,,209.5,456.0,0.0,Ongoing beyond benchmark,20,16.775800364669635,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP313/2024-2025/140862,Normal/Others,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,C/o MIC at Sille Nallah & culvert at Jia Sika in East Siang District,15-Sep-2024,05-Feb-2025,1000000.0,Work Completed,0.0,0.0,0.0,0.0,2025-02-11,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,24.25998567249148,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP761/2024-2025/139009,Normal/Others,Telangana,Arvind Dharmapuri,NIZAMABAD,"Providing LED Hi Mast light near Pothuloori Veerabrahmendraswamy temple, Ansanpally (V), Indalwai (M)",05-Sep-2024,28-Dec-2024,150000.0,Physical Inspection,0.0,0.0,0.0,0.0,2024-12-28,True,0.0,209.5,0.0,-209.5,Completed within benchmark,15,24.169726647532915,NORMAL,18.7,10-20,LOW,Completed work has no matched expenditure
WS/MP643/2024-2025/136017,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,17-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP643/2024-2025/136022,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,17-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP643/2024-2025/136025,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,17-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP643/2024-2025/136988,Normal/Others,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,g.r.water tanker with 5000 litre capacity and fire fighter system,25-Aug-2024,11-Sep-2024,190546.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,734.0,0.0,Ongoing beyond benchmark,20,16.851892134201034,NORMAL,18.7,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18390/2025-2026/148840,Normal/Others,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,"Construction of CC Road: Kshetr Panchayat Zamania, Gram Panchayat Devaitha, From N.M. Centre to Jagdish's Residence 200 Mtr x 3 Mtr x 10 cms Development Agency - Gram Panchayat Devaitha",21-Oct-2024,18-Jun-2025,998000.0,Work partially Completed,0.0,0.0,0.0,0.0,,False,,209.5,454.0,0.0,Ongoing beyond benchmark,20,16.608797835957308,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP410/2025-2026/148378,Repair and Renovation,Assam,Pradan Baruah,LAKHIMPUR,"Rennovation of Bijoypur PHC, Jonai LAC under MPLAD, FY 2024-25",19-Oct-2024,27-May-2025,1000000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,476.0,0.0,Ongoing beyond benchmark,20,16.556007423413725,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP681/2025-2026/144039,Normal/Others,Maharashtra,Sanjay Haribhau Jadhav,PARBHANI,"construction of cc road at Vidoli, tal.Mantha.",03-Oct-2024,20-Jun-2025,1000000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,452.0,0.0,Ongoing beyond benchmark,20,16.543053197573983,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP858/2024-2025/144037,Normal/Others,West Bengal,Asit Kumar Mal,BOLPUR(SC),"Installation 4 no highmast light at PAPURI,KHALA AND CHARKALGRAM, Executing Agency will be EO NANOOR PANCHAYAT SAMITY.",27-Sep-2024,12-Dec-2024,1157828.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-01-15,True,34.0,209.5,0.0,-175.5,Completed within benchmark,15,24.028889498628896,NORMAL,18.6,10-20,LOW,Completed work has no matched expenditure
WS/MP582/2025-2026/147346,Normal/Others,Gujarat,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),"Mortuary facility work at Government Hospital Mangrol, Taluka Mangrol, District Surat",15-Oct-2024,25-Jun-2025,1000000.0,Sanction,0.0,0.0,0.0,0.0,,False,,209.5,447.0,0.0,Ongoing beyond benchmark,20,16.522817025653104,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP529/2024-2025/136493,Normal/Others,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),"Augmentation of the PW Scheme in SC Colony of Bramhanathangal Village, Narayanavanam Mandal.",20-Aug-2024,17-Sep-2024,487054.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,728.0,0.0,Ongoing beyond benchmark,20,16.58891340919736,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP743/2025-2026/142802,Normal/Others,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),"Construction of Drama Stage at Govt Higher Secondary School, Karunguzh Town Panchayat.",23-Sep-2024,05-Aug-2025,898541.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,406.0,0.0,Ongoing beyond benchmark,20,16.425539395117752,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18328/2024-2025/148190,Normal/Others,Himachal Pradesh,Kangana Ranaut,MANDI,"Construction of Protection wall alongside path to Shamshan Ghat village Old Manali in GP Manali. Work Exected By-GP Manali, Block Naggar",18-Oct-2024,16-Nov-2024,1000000.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,668.0,0.0,Ongoing beyond benchmark,20,16.43080542088296,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18206/2024-2025/138971,Normal/Others,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,Construction of rooms in  Captain R B singh public school majhiwan,05-Sep-2024,16-Nov-2024,999000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,668.0,0.0,Ongoing beyond benchmark,20,16.46648624160934,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP313/2024-2025/140979,Normal/Others,Arunachal Pradesh,Shri Tapir Gao,ARUNACHAL EAST,C/o Culvert at Mirem Yober cultivation field in East Siang District,15-Sep-2024,18-Feb-2025,1000000.0,Work Completed,0.0,0.0,0.0,0.0,2025-02-26,True,8.0,209.5,0.0,-201.5,Completed within benchmark,15,23.971148581364425,NORMAL,18.6,10-20,LOW,Completed work has no matched expenditure
WS/MP18206/2024-2025/138972,Normal/Others,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,Construction of hall in captain R B singh  public school majhiwan,05-Sep-2024,16-Nov-2024,999000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,668.0,0.0,Ongoing beyond benchmark,20,16.46648624160934,NORMAL,18.6,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP685/2024-2025/143367,Normal/Others,Maharashtra,Shrirang Appa Barne,MAVAL,Installing Open Jim Nigdi Sec 24 Near chintamani Mandir Nigdi,25-Sep-2024,31-Mar-2025,996227.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-07,True,7.0,209.5,0.0,-202.5,Completed within benchmark,15,23.707318268116637,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP013/2024-2025/137612,Repair and Renovation,Sikkim,Indra Hang Subba,SIKKIM,restoration of protective work at  Rumtek Arigaon under Kagyud ward,30-Aug-2024,03-Oct-2024,1500000.0,Work Completed,0.0,0.0,0.0,0.0,2024-12-21,True,79.0,209.5,0.0,-130.5,Completed within benchmark,15,23.83466264452322,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP685/2024-2025/143366,Normal/Others,Maharashtra,Shrirang Appa Barne,MAVAL,Installing Open Jim At Nigdi Sec 24 In Dada Dadi Park Garden Pcmc,25-Sep-2024,31-Mar-2025,996227.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-07,True,7.0,209.5,0.0,-202.5,Completed within benchmark,15,23.707318268116637,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP422/2024-2025/139575,Normal/Others,Bihar,Dileshwar Kamait,SUPAUL,HIGH MAST LIGHT KA ADHISTHAPAN -1,07-Sep-2024,27-Mar-2025,921000.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-02,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,23.642115823316136,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP685/2024-2025/143369,Normal/Others,Maharashtra,Shrirang Appa Barne,MAVAL,Installing Open Jim At Vikas Nagar Kiwale On Foot Path PCMC,25-Sep-2024,31-Mar-2025,996227.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-07,True,7.0,209.5,0.0,-202.5,Completed within benchmark,15,23.707318268116637,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP685/2024-2025/143368,Normal/Others,Maharashtra,Shrirang Appa Barne,MAVAL,Installing Open Jim At Ravet Mhaske Vasti Near DP Road,25-Sep-2024,31-Mar-2025,997319.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-07,True,7.0,209.5,0.0,-202.5,Completed within benchmark,15,23.77539957700499,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP641/2024-2025/147737,Normal/Others,Madhya Pradesh,Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Pati at near chausath jagni mata mandir,16-Oct-2024,27-Mar-2025,1100000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,537.0,0.0,Ongoing beyond benchmark,20,16.232519857016822,NORMAL,18.5,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP422/2024-2025/139573,Normal/Others,Bihar,Dileshwar Kamait,SUPAUL,HIGH MAST LIGHT KA ADHISTHAPAN - 1,07-Sep-2024,27-Mar-2025,921000.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-02,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,23.642115823316136,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP422/2024-2025/139599,Normal/Others,Bihar,Dileshwar Kamait,SUPAUL,HIGH MAST LIGHT KA ADHISTHAPAN -1,07-Sep-2024,27-Mar-2025,921000.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-02,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,23.642115823316136,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP422/2024-2025/139574,Normal/Others,Bihar,Dileshwar Kamait,SUPAUL,HIGH MAST LIGHT KA ADHISTHAPAN,07-Sep-2024,27-Mar-2025,921000.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-02,True,6.0,209.5,0.0,-203.5,Completed within benchmark,15,23.642115823316136,NORMAL,18.5,10-20,LOW,Completed work has no matched expenditure
WS/MP18065/2024-2025/134742,Normal/Others,Haryana,DEEPENDER SINGH HOODA,ROHTAK,Const. of Hall in Guru Ravi Das Dharamshala near Ambedkar Chowk,05-Aug-2024,04-Mar-2025,1100000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,560.0,0.0,Ongoing beyond benchmark,20,16.224284983342553,NORMAL,18.5,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP716/2024-2025/139172,Normal/Others,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,Construcitoin of Interlock Street & Both Side Drains Guru Ghar to Chamkor Singh s/o Karnail Singh House,05-Sep-2024,17-Sep-2024,479391.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,728.0,0.0,Ongoing beyond benchmark,20,16.339038370819114,NORMAL,18.5,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP457/2024-2025/140493,Normal/Others,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),"Drama Stage in Sakthipattu Colony, Koliyanur Panchayat union, Viluppuram",20-Sep-2024,18-Oct-2024,799743.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,697.0,0.0,Ongoing beyond benchmark,20,16.183538586978113,NORMAL,18.5,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP457/2024-2025/141461,Normal/Others,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),"Drama Stage in Panangkuppam Colony of Panangkuppam village, Koliyanur, Viluppuram District.",20-Sep-2024,18-Oct-2024,799961.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,697.0,0.0,Ongoing beyond benchmark,20,16.183538586978113,NORMAL,18.5,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18121/2024-2025/146654,Normal/Others,Maharashtra,SMITA UDAY WAGH,JALGAON,"Construction of RCC drain from the house of Mr. Deepak Kumawat to the house of Mr. Manohar Patil in Shahunagar, Ward No. 3, Chalisgaon city",10-Oct-2024,18-Mar-2025,699551.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-03-18,True,0.0,209.5,0.0,-209.5,Completed within benchmark,15,23.604552475512033,NORMAL,18.4,10-20,LOW,Completed work has no matched expenditure
WS/MP18308/2025-2026/145427,Normal/Others,Maharashtra,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,"Construction of Poch Rasta and Shed at Nagsen Chawl, Kranti Nagar, Ward No.39, Malad (E)",08-Oct-2024,20-Jan-2026,3000000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,238.0,0.0,Ongoing beyond benchmark,0,46.00085744858177,ANOMALY,18.4,10-20,NO RISK,No major anomaly detected by current rules
WS/MP18058/2024-2025/145081,Normal/Others,Gujarat,DR. HEMANG JOSHI,VADODARA,Sandhasaal-1 gaan ni jagyae naveen anganwadi na nirmaan ni kaamgiri,02-Oct-2024,12-Dec-2024,1166400.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,642.0,0.0,Ongoing beyond benchmark,20,15.929789176474078,NORMAL,18.4,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18176/2024-2025/140258,Normal/Others,Tamil Nadu,SACHITHANANTHAM R,DINDIGUL,05.001 - Installing tube-wells and borewells in Eluvanampatty @ uchchampatty (supply pipelines for drinking water),12-Sep-2024,20-Sep-2024,499340.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,725.0,0.0,Ongoing beyond benchmark,20,15.962549828062448,NORMAL,18.4,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP880/2025-2026/146722,Normal/Others,Delhi,Manoj Tiwari,NORTH EAST DELHI,provision of lighting arrangement with street light poles,10-Oct-2024,08-Aug-2025,898145.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,403.0,0.0,Ongoing beyond benchmark,20,16.094096606599724,NORMAL,18.4,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18328/2024-2025/144159,Normal/Others,Himachal Pradesh,Kangana Ranaut,MANDI,Completion of Community Bhawan Syal in GP Nasogi,28-Sep-2024,18-Nov-2024,1000000.0,Vendor Identification,0.0,0.0,0.0,0.0,,False,,209.5,666.0,0.0,Ongoing beyond benchmark,20,15.963031267606887,NORMAL,18.4,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18019/2024-2025/137593,Normal/Others,Assam,AMARSING TISSO,Diphu (ST),Construction of open stage infront of Siloni LP School,29-Aug-2024,25-Oct-2024,800000.0,Work partially Completed,0.0,0.0,0.0,0.0,,False,,209.5,690.0,0.0,Ongoing beyond benchmark,20,16.008236183205813,NORMAL,18.4,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18058/2024-2025/145082,Normal/Others,Gujarat,DR. HEMANG JOSHI,VADODARA,sandhasal-2 gam ni jagyae naveen anganvadi na nirmaan ni kamgiri,02-Oct-2024,12-Dec-2024,1166400.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,642.0,0.0,Ongoing beyond benchmark,20,15.929789176474078,NORMAL,18.4,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP685/2024-2025/143370,Normal/Others,Maharashtra,Shrirang Appa Barne,MAVAL,Installing Open Jim At Near SB Patil School Ravet Pcmc,25-Sep-2024,31-Mar-2025,996010.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-07,True,7.0,209.5,0.0,-202.5,Completed within benchmark,15,23.610458826610184,NORMAL,18.4,10-20,LOW,Completed work has no matched expenditure
WS/MP347/2024-2025/138959,Normal/Others,Kerala,Shri Suresh Kodikunnil,MAVELIKKARA(SC),"Construction of Open Air auditorium to Eswaravilasom UPS, Madanthacode in Kareepra Grama Panchayath",05-Sep-2024,19-Dec-2024,904595.0,Physical Inspection,0.0,0.0,0.0,0.0,2024-12-27,True,8.0,209.5,0.0,-201.5,Completed within benchmark,15,23.395665923236475,NORMAL,18.4,10-20,LOW,Completed work has no matched expenditure
WS/MP745/2024-2025/141240,Normal/Others,Tamil Nadu,K Subbarayan,TIRUPPUR,"11th ward, sasthiri street,consrection of cc road at tirupur corpration",16-Sep-2024,05-Feb-2025,750000.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-02-07,True,2.0,209.5,0.0,-207.5,Completed within benchmark,15,23.62034255759283,NORMAL,18.4,10-20,LOW,Completed work has no matched expenditure
WS/MP685/2024-2025/143365,Normal/Others,Maharashtra,Shrirang Appa Barne,MAVAL,Installing Open Jim At Ravaet BRT Road Near Ghoravdeshvar Pratishthan,25-Sep-2024,31-Mar-2025,995777.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-07,True,7.0,209.5,0.0,-202.5,Completed within benchmark,15,23.610458826610184,NORMAL,18.4,10-20,LOW,Completed work has no matched expenditure
WS/MP18058/2024-2025/145078,Normal/Others,Gujarat,DR. HEMANG JOSHI,VADODARA,mevli gaam ni jagyae naveen anganwadi na nirmaan ni kaamgiri,02-Oct-2024,12-Dec-2024,1133345.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,642.0,0.0,Ongoing beyond benchmark,20,15.71429592306695,NORMAL,18.3,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
WS/MP18250/2025-2026/139057,Normal/Others,West Bengal,SK NURUL ISLAM,BASIRHAT,Installation of 33 nos.  Electric Street LED Light at different places at Khasbalanda G.P under Haroa Block (SLNo. 44),05-Sep-2024,16-Jun-2025,726000.0,Work Completed,0.0,0.0,0.0,0.0,2025-06-17,True,1.0,209.5,0.0,-208.5,Completed within benchmark,15,23.34556693183559,NORMAL,18.3,10-20,LOW,Completed work has no matched expenditure
WS/MP18323/2025-2026/147142,Normal/Others,Maharashtra,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),"Construction of cement road from Shivanand Aniba Jadhav's house to Trimbak Patwari's house at Tondar, Tq.Udgir, District Latur",14-Oct-2024,15-Apr-2025,991691.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-28,True,13.0,209.5,0.0,-196.5,Completed within benchmark,15,23.230875897842754,NORMAL,18.3,10-20,LOW,Completed work has no matched expenditure
WS/MP494/2024-2025/137208,Normal/Others,Uttar Pradesh,Prof SP Singh Baghel,AGRA(SC),CC WORK IN GADHI BHADAURIYA LOKESH SHARMA TO SUNITA SHARMA HOUSE 180 MEETAR,27-Aug-2024,28-Sep-2024,2076979.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-25,True,209.0,209.5,0.0,-0.5,Completed within benchmark,15,23.21490891609177,NORMAL,18.3,10-20,LOW,Completed work has no matched expenditure
WS/MP685/2024-2025/143363,Normal/Others,Maharashtra,Shrirang Appa Barne,MAVAL,Installing Open Jim At Kivle Mamurdi Near PCMC Water Tank,25-Sep-2024,27-Mar-2025,998243.0,Physical Inspection,0.0,0.0,0.0,0.0,2025-04-07,True,11.0,209.5,0.0,-198.5,Completed within benchmark,15,23.244844906310274,NORMAL,18.3,10-20,LOW,Completed work has no matched expenditure
WS/MP386/2024-2025/142455,Normal/Others,Rajasthan,Shri Hanuman Beniwal,NAGAUR,"High Mask Light near bees Bhuja Mataji Temple, Village Pipliya",22-Sep-2024,06-Dec-2024,59915.0,Physical Inspection,0.0,0.0,0.0,0.0,2024-12-17,True,11.0,209.5,0.0,-198.5,Completed within benchmark,15,23.352839702763518,NORMAL,18.3,10-20,LOW,Completed work has no matched expenditure
WS/MP823/2024-2025/139554,Normal/Others,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,"Construction of Black top Road from Najir Sk House to Lalai SK House Under Bikrampur GP, Block Nakashipara, Nadia.",07-Sep-2024,11-Dec-2024,1147122.0,Physical Inspection,0.0,0.0,0.0,0.0,,False,,209.5,643.0,0.0,Ongoing beyond benchmark,20,15.693498671330527,NORMAL,18.3,10-20,LOW,Project has remained ongoing significantly longer than the historical benchmark
